0,-202922.552442167
336.194252913357,-202922.551167725
672.388505826714,-202922.547343247
1008.58275874007,-202922.540966999
1344.77701165343,-202922.53203725
1680.97126456678,-202922.520552265
2017.16551748014,-202922.506510314
2353.3597703935,-202922.489909664
2689.55402330685,-202922.470748582
3025.74827622021,-202922.449025336
3361.94252913357,-202922.424738194
3698.13678204692,-202922.397885423
4034.33103496028,-202922.36846529
4370.52528787364,-202922.336476064
4706.71954078699,-202922.301916011
5042.91379370035,-202922.2647834
5379.10804661371,-202922.225076498
5715.30229952707,-202922.182793573
6051.49655244042,-202922.137932892
6387.69080535378,-202922.090492723
6723.88505826714,-202922.040471333
7060.07931118049,-202921.98786699
7396.27356409385,-202921.932677962
7732.46781700721,-202921.874902516
8068.66206992056,-202921.814538919
8404.85632283392,-202921.75158544
8741.05057574728,-202921.686040346
9077.24482866063,-202921.617901904
9413.43908157399,-202921.547168382
9749.63333448735,-202921.473838048
10085.8275874007,-202921.39790917
10422.0218403141,-202921.319380014
10758.2160932274,-202921.238248848
11094.4103461408,-202921.154513941
11430.6045990541,-202921.068173559
11766.7988519675,-202920.97922597
12102.9931048808,-202920.887669442
12439.1873577942,-202920.793502242
12775.3816107076,-202920.696722638
13111.5758636209,-202920.597328898
13447.7701165343,-202920.495319289
13783.9643694476,-202920.390692079
14120.158622361,-202920.283445534
14456.3528752743,-202920.173577924
14792.5471281877,-202920.061087515
15128.7413811011,-202919.945972575
15464.9356340144,-202919.828231372
15801.1298869278,-202919.707862173
16137.3241398411,-202919.584863246
16473.5183927545,-202919.459232858
16809.7126456678,-202919.330969277
17145.9068985812,-202919.200070771
17482.1011514946,-202919.066535607
17818.2954044079,-202918.930362052
18154.4896573213,-202918.791548375
18490.6839102346,-202918.650092843
18826.878163148,-202918.505993723
19163.0724160613,-202918.359249283
19499.2666689747,-202918.209857791
19835.4609218881,-202918.057817514
20171.6551748014,-202917.90312672
20507.8494277148,-202917.745783676
20844.0436806281,-202917.58578665
21180.2379335415,-202917.42313391
21516.4321864548,-202917.257823723
21852.6264393682,-202917.089854357
22188.8206922815,-202916.919224079
22525.0149451949,-202916.745931157
22861.2091981083,-202916.569973859
23197.4034510216,-202916.391350451
23533.597703935,-202916.210059202
23869.7919568483,-202916.02609838
24205.9862097617,-202915.839466251
24542.180462675,-202915.650161084
24878.3747155884,-202915.458181146
25214.5689685018,-202915.263524704
25550.7632214151,-202915.066190027
25886.9574743285,-202914.866175381
26223.1517272418,-202914.663479035
26559.3459801552,-202914.458099255
26895.5402330685,-202914.25003431
27231.7344859819,-202914.039282468
27567.9287388953,-202913.825841995
27904.1229918086,-202913.609711159
28240.317244722,-202913.390888228
28576.5114976353,-202913.16937147
28912.7057505487,-202912.945159151
29248.900003462,-202912.71824954
29585.0942563754,-202912.488640905
29921.2885092888,-202912.256331512
30257.4827622021,-202912.02131963
30593.6770151155,-202911.783603525
30929.8712680288,-202911.543181466
31266.0655209422,-202911.300051721
31602.2597738555,-202911.054212556
31938.4540267689,-202910.805662239
32274.6482796823,-202910.554399038
32610.8425325956,-202910.300421221
32947.036785509,-202910.043727055
33283.2310384223,-202909.784314807
33619.4252913357,-202909.522182746
33955.619544249,-202909.257329138
34291.8137971624,-202908.989752252
34628.0080500758,-202908.719450355
34964.2023029891,-202908.446421715
35300.3965559025,-202908.170664598
35636.5908088158,-202907.892177274
35972.7850617292,-202907.610958008
36308.9793146425,-202907.32700507
36645.1735675559,-202907.040316726
36981.3678204692,-202906.750891244
37317.5620733826,-202906.458726892
37653.756326296,-202906.163821938
37989.9505792093,-202905.866174648
38326.1448321227,-202905.56578329
38662.339085036,-202905.262646133
38998.5333379494,-202904.956761443
39334.7275908627,-202904.648127488
39670.9218437761,-202904.336742536
40007.1160966895,-202904.022604855
40343.3103496028,-202903.705712711
40679.5046025162,-202903.386064373
41015.6988554295,-202903.063658108
